NAME,NTEE1,"Full Address",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"NORCROSS FOUNDATION INC",T,"4548 ORTEGA DRIVE NORTH JACKSONVILLE, FL 32210",30.259628,-81.713648,0.95,range_interpolation,4548,"Ortega Island Dr",,,Jacksonville,FL,"Duval County",32210,US,"TIGER/Line® dataset from the US Census Bureau"
"EMBRYO COMMUNITY DEVELOPMENT CENTER INC",S,"5237 CATTLE CROSSING WAY JACKSONVILLE, FL 32226",30.455572,-81.53001,1,rooftop,5237,"Cattle Crossing Way",,,Jacksonville,FL,"Duval County",32226,US,Duval
"FINKER - FRENKEL LEGACY FOUNDATION INC",T,"801 BRICKELL AVE STE 2550 MIAMI, FL 33131",25.765661,-80.190408,1,rooftop,801,"Brickell Ave",Ste,2550,Miami,FL,"Miami-Dade County",33131,US,"Public Domain Miami-Dade County"
"JBDF LLC",S,"40 E ADAMS ST STE 300 JACKSONVILLE, FL 32202",30.327319,-81.656669,1,rooftop,40,"Adams St E",Ste,300,Jacksonville,FL,"Duval County",32202,US,Duval
"GLORIA C MACKENZIE FOUNDATION INC",T,"3604 PRESERVE LN MIRAMAR BEACH, FL 32550",30.40221,-86.312265,1,rooftop,3604,"Preserve Ln",,,"Miramar Beach",FL,"Walton County",32550,US,Indemnification
"SCOTT R MACKENZIE FOUNDATION INC",T,"2518 PARK ST JACKSONVILLE, FL 32204",30.311826,-81.68904,1,rooftop,2518,"Park St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"FLORIDA CHINESE CHAMBER OF COMMERCE",S,"13815 SAXON LAKE DR JACKSONVILLE, FL 32225",30.362364,-81.451891,1,rooftop,13815,"Saxon Lake Dr",,,Jacksonville,FL,"Duval County",32225,US,Duval
"FLJCI SENATE INC",S,"7829 FOX SQUIRREL CIR LAKELAND, FL 33809",28.142065,-81.93046,1,rooftop,7829,"Fox Squirrel Cir",,,Lakeland,FL,"Polk County",33809,US,Polk
"GREENE HAZEL COMMUNITY FOUNDATION INC",T,"10739 DEERWOOD PARK BLVD STE 200 JACKSONVILLE, FL 32256",30.248917,-81.53344,1,rooftop,10739,"Deerwood Park Blvd",Ste,200,Jacksonville,FL,"Duval County",32256,US,Duval
"JACKSONVILLE WOMENS LEADERSHIP FORUM INC",W,"PO BOX 5734 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,5734,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"GATOR BOWL SPORTS EVENTS INC",S,"1 GATOR BOWL BLVD JACKSONVILLE, FL 32202",30.323864,-81.63725,1,rooftop,1,"Gator Bowl Blvd",,,Jacksonville,FL,"Duval County",32202,US,Duval
"GATOR BOWL SPORTS CHARITIES INC",T,"1 GATOR BOWL BLVD JACKSONVILLE, FL 32202",30.323864,-81.63725,1,rooftop,1,"Gator Bowl Blvd",,,Jacksonville,FL,"Duval County",32202,US,Duval
"GEORGIA BULLDOG CLUB OF JACKSONVILLE",S,"PO BOX 16363 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,16363,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"KNIGHTS OF COLUMBUS",Y,"1401 2ND AVE N JAX BCH, FL 32250",30.290057,-81.406351,1,rooftop,1401,"2nd Ave N",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"VICTORY BY FAITH FELLOWSHIP INC",S,"2081 CAFFEE RD S LOT 25 JACKSONVILLE, FL 32221",30.229286,-81.732843,0.66,street_center,,"Coffee Ln",Lot,25,Jacksonville,FL,"Duval County",32244,US,"TIGER/Line® dataset from the US Census Bureau"
"EDGAR B VICKERS FOUNDATION INC",T,"2913 WESTSIDE BLVD JACKSONVILLE, FL 32209",30.363733,-81.714644,1,rooftop,2913,"Westside Blvd",,,Jacksonville,FL,"Duval County",32209,US,Duval
"AMELIA ISLAND GUIDES ASSOCIATION",S,"1705 BROOKWOOD RD JACKSONVILLE, FL 32207",30.295161,-81.645675,1,rooftop,1705,"Brookwood Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"JOSH HEINZ FOUNDATION INC",T,"JOSH HEINZ FOUNDATION INC JACKSONVILLE, FL 32256",30.213733,-81.539129,1,place,,,,,Jacksonville,FL,"Duval County",32256,US,"TIGER/Line® dataset from the US Census Bureau"
"FOLDED FLAG FOUNDATION INC",W,"601 RIVERSIDE AVE JACKSONVILLE, FL 32204",30.319221,-81.674122,1,rooftop,601,"Riverside Ave",,,Jacksonville,FL,"Duval County",32204,US,Duval
"KIWANIS CLUB OF ARLINGTON JACKSONVILLE CHARITABLE FOUNDATION",S,"PO BOX 8551 JACKSONVILLE, FL 32239",30.389438,-81.680806,0.5,place,8551,"PO Box",,,Jacksonville,FL,"Duval County",32239,US,"TIGER/Line® dataset from the US Census Bureau"
"CPO PRIDE DAY JACKSONVILLE ASSOCIATION",W,"PO BOX 54373 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,54373,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"MCARTHUR FAMILY FOUNDATION",T,"590 OAK ST JACKSONVILLE, FL 32204",30.319677,-81.677645,1,rooftop,590,"Oak St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"JACKSONVILLE COMMUNITY COALITION INC",S,"1650 MARGARET ST STE 302 PMB 382 JACKSONVILLE, FL 32204",30.311649,-81.680931,1,rooftop,1650,"Margaret St",Ste,302,Jacksonville,FL,"Duval County",32204,US,Duval
"COMPASSIONATE HEARTS FOR KIDS",T,"731 DUVAL STATION RD STE 107 # 126 JACKSONVILLE, FL 32218",30.485542,-81.604988,1,rooftop,731,"Duval Station Rd",Ste,107,Jacksonville,FL,"Duval County",32218,US,Duval
"WELL WATERED RECOVERY CENTER INC",S,"6349 103RD ST JACKSONVILLE, FL 32210",30.248754,-81.746254,1,rooftop,6349,"103rd St",,,Jacksonville,FL,"Duval County",32210,US,Duval
"D SQUARE 2 CORPORATION",S,"301 WEST BAY STREET JACKSONVILLE, FL 32202",30.327635,-81.662335,1,rooftop,301,"Bay St W",,,Jacksonville,FL,"Duval County",32202,US,Duval
"GREEN SIMS WILLIAMS FAMILY FOUNDATION CORPORATION",T,"PO BOX 14266 JACKSONVILLE, FL 32238",30.389438,-81.680806,0.5,place,14266,"PO Box",,,Jacksonville,FL,"Duval County",32238,US,"TIGER/Line® dataset from the US Census Bureau"
"SENIOR VETERANS FORGOTTEN INC",W,"1598 RAIN BIRD CT JACKSONVILLE, FL 32225",30.35013,-81.481871,1,rooftop,1598,"Rain Bird Ct",,,Jacksonville,FL,"Duval County",32225,US,Duval
"WAR CRY MINISTRY",W,"435 ERIC AVE JACKSONVILLE, FL 32218",30.462334,-81.62718,1,rooftop,435,"Eric Ave",,,Jacksonville,FL,"Duval County",32218,US,Duval
"THE RAYONIER ADVANCED MATERIALS FOUNDATION OF FLORIDA INC",T,"1301 RIVERPLACE BLVD STE 2300 JACKSONVILLE, FL 32207",30.319191,-81.656862,1,rooftop,1301,"Riverplace Blvd",Ste,2300,Jacksonville,FL,"Duval County",32207,US,Duval
"PEOPLE HELPING PEOPLE COMMUNITY DEVELOPMENT CORPORATION",S,"4817 ROCHDALE RD JACKSONVILLE, FL 32208",30.401949,-81.720719,1,rooftop,4817,"Rochdale Rd",,,Jacksonville,FL,"Duval County",32208,US,Duval
"CHASITY TAYLOR FOUNDATION INC",W,"7055 BLANDING BLVD UNIT 441104 JACKSONVILLE, FL 32222",30.219812,-81.735397,0.96,rooftop,7055,"Blanding Blvd",Unit,441104,Jacksonville,FL,"Duval County",32244,US,Duval
"READ IT FORWARD JAX COALITION INC",T,"233 E BAY ST 8TH FL JACKSONVILLE, FL 32202",30.325669,-81.654643,1,rooftop,233,"Bay St E",Fl,8,Jacksonville,FL,"Duval County",32202,US,Duval
"COMMON GOOD COMPANY INC",W,"10 SOUTH NEWNAN STREET JACKSONVILLE, FL 32202",30.32515,-81.655977,1,rooftop,10,"Newnan St S",,,Jacksonville,FL,"Duval County",32202,US,Duval
"VOLUNTEER HAITI INC",S,"2260 UNIVERSITY BLVD N APT 82D JACKSONVILLE, FL 32211",30.345653,-81.605399,1,rooftop,2260,"University Blvd N",Apt,82D,Jacksonville,FL,"Duval County",32211,US,Duval
"JACKSONVILLE COMMUNITY FAMILY FELLOWSHIP INC",S,"6451 BEACH BLVD JACKSONVILLE, FL 32216",30.290739,-81.594361,1,rooftop,6451,"Beach Blvd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"TRANSFORMING COMMUNITIES COMMUNITY DEVELOPMENT CORPORATION",S,"3738 WINTON DR JACKSONVILLE, FL 32208",30.388529,-81.707747,1,rooftop,3738,"Winton Dr",,,Jacksonville,FL,"Duval County",32208,US,Duval
"ADSH INC",T,"400 CENTURY 21 APT 253 JACKSONVILLE, FL 32216",30.308397,-81.5731,0.9,rooftop,400,"Century 21st Dr",Apt,253,Jacksonville,FL,"Duval County",32216,US,Duval
"LATINO PILOTS ASSN INC",W,"55 ESTERO CT ST AUGUSTINE, FL 32084",29.926865,-81.371973,1,rooftop,55,"Estero Ct",,,"Saint Augustine",FL,"St. Johns County",32084,US,"St Johns"
"SIMPLY GO INC",T,"6550 ST AUGUSTINE ROAD SUITE 304 JACKSONVILLE, FL 32217",30.254519,-81.626581,1,rooftop,6550,"St Augustine Rd",Ste,304,Jacksonville,FL,"Duval County",32217,US,Duval
"AMERICAN CHEMICAL SOCIETY",S,"1 UNF DR JACKSONVILLE, FL 32224",30.270482,-81.468756,0.5,place,,,,,Jacksonville,FL,"Duval County",32224,US,"TIGER/Line® dataset from the US Census Bureau"
"MOROCCO SHRINERS GROUP RETURN",Y,"3800 ST JOHNS BLUFF ROAD S JACKSONVILLE, FL 32224",30.277278,-81.526579,1,rooftop,3800,"St Johns Bluff Rd S",,,Jacksonville,FL,"Duval County",32224,US,Duval
"PUBLIC RELATIONS SOCIETY OF AMERICA INC",S,"PO BOX 13325 JACKSONVILLE, FL 32206",30.389438,-81.680806,0.5,place,13325,"PO Box",,,Jacksonville,FL,"Duval County",32206,US,"TIGER/Line® dataset from the US Census Bureau"
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"PO BOX 37506 JACKSONVILLE, FL 32236",30.389438,-81.680806,0.5,place,37506,"PO Box",,,Jacksonville,FL,"Duval County",32236,US,"TIGER/Line® dataset from the US Census Bureau"
"BEACHES COLUMBIAN ASSOCIATION INC",S,"1401 2ND AVE N JAX BCH, FL 32250",30.290057,-81.406351,1,rooftop,1401,"2nd Ave N",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"CHARTER POINT COMMUNITY ASSOCIATION",S,"4499 CHARTER POINT BLVD JACKSONVILLE, FL 32277",30.385963,-81.612909,1,rooftop,4499,"Charter Point Blvd",,,Jacksonville,FL,"Duval County",32277,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"13402 MONTOUR ST BROOKSVILLE, FL 34613",28.546946,-82.501551,1,rooftop,13402,"Montour St",,,Brooksville,FL,"Hernando County",34613,US,Hernando
"VETERANS OF FOREIGN WARS OF THE US DEPT OF FLORIDA AUXILIARY",W,"3409 ST AUGUSTINE ROAD JACKSONVILLE, FL 32207",30.290945,-81.643628,1,rooftop,3409,"St Augustine Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"SHRINERS INTERNATIONAL",Y,"3800 ST JOHNS BLUFF ROAD S JACKSONVILLE, FL 32224",30.277278,-81.526579,1,rooftop,3800,"St Johns Bluff Rd S",,,Jacksonville,FL,"Duval County",32224,US,Duval
"AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT",S,"81 BIG HORN TRL PONTE VEDRA, FL 32081",30.13423,-81.404913,1,rooftop,81,"Big Horn Trl",,,"Ponte Vedra",FL,"St. Johns County",32081,US,"St Johns"
"AIR FORCE ASSOCIATION",W,"1451 TWIN LEAF LN OVIEDO, FL 32766",28.650122,-81.153265,1,rooftop,1451,"Twin Leaf Ln",,,Oviedo,FL,"Seminole County",32766,US,Indemnification
"BAYANIHAN CLUB INC",W,"13742 OAK TREE TER JACKSONVILLE, FL 32224",30.277148,-81.456318,1,rooftop,13742,"Oak Tree Ter",,,Jacksonville,FL,"Duval County",32224,US,Duval
"FL0205 JACKSONVILLE NOW",R,"PO BOX 1762 JACKSONVILLE, FL 32201",30.389438,-81.680806,0.5,place,1762,"PO Box",,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"THE SPACE SHUTTLE CHILDRENS TRUST FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"HARGROVE CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"COALITION OF LABOR UNION WOMEN CLUW",R,"966 NORTH LIBERTY STYREET JACKSONVILLE, FL 32206",30.334222,-81.65163,1,rooftop,966,"Liberty St N",,,Jacksonville,FL,"Duval County",32206,US,Duval
"CARY D LANGHORNE TRUST 200207456668",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ROBERT L YOUNG TRUST U/W",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"RUSSELL A MITCHELL TR",T,"PO BOX 40200 FL9-300-01-16 JACKSONVILLE, FL 32203",30.353822,-81.648976,0.8,nearest_rooftop_match,301,"E 16th St",,,Jacksonville,FL,"Duval County",32206,US," Loveland"
"TUA MARY B GRAFF IRREV CRUT",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"SUC TUW WINIFRED J ROBINSON IR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR U A J FRANK RUSKIN 4",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR U W VICTOR L CANNON UNITRUS",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"175 LANDRUM LN PONTE VEDRA, FL 32082",30.163621,-81.387982,1,rooftop,175,"Landrum Ln",,,"Ponte Vedra Beach",FL,"St. Johns County",32082,US,"St Johns"
"SHERWOOD FOREST-PARADISE PARK COMMUNITY ASSOCIATION INC",S,"9121 SPOTTSWOOD RD JACKSONVILLE, FL 32208",30.405966,-81.715093,1,rooftop,9121,"Spottswood Rd",,,Jacksonville,FL,"Duval County",32208,US,Duval
"ALVERDA ZIMMER CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"CHILDRENS MILK FUND JFB",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR U W JOHN YATES DOWNMAN",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"JULIAN A HUDGENS TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"SURV TR U W EPPA HUNTON JR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"VIRGINIA PAYNE HUNTON TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"T/W SUE W MASSIE CHARITABLE FIRST & MERCHANTS NATL BK TTEE NECT",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"A D WILLIAMS ART RUST UW 05-500-6360606 FBO",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MRS WILKIN C WILLIAMS TR FBO MEDICAL COLLEGE OF VA",T,"PO BOX 40200 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,40200,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"SURV TR RANDOLPH MACON COL UW EB NATIONSBANK OF VIRGINIA NA",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"AD WILLIAMS TRUST UW FBO",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"GEORGE T & EFFIE L SEAY",W,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR SHELT ARMS ET AL U W CURRIE",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ALBERT F PATTON TRUST 04 410 6361737",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LOTTIE LOUISE WILLIAMSON HINES TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"GEORGE P LUMSDEN T W",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR AGECROFT ASSOCIATION U W WILL",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THOMAS C WILLIAMS JR A C AGECROFT UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR WARREN F JOHNSTON U W",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MARIETTA M & SAMUEL TATE MORGAN JR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR U-W ELIZABETH JOHNSON",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"WILLIAM H TOLERTON TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MARIE WEBSTER SKIPWITH TRUST UW 05-500-6363485",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TRUST UNDER WILL OF P TRUESDELL",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TRUST UA EPPA HUNTON IV",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MARY L O ANDREWS TR UA M L O A",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"RICHARD GWATHMEY AND CAROLINE T GWATHMEY MEMORIAL TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"EMMA E BOGART TRUST FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"NEWBURGER JACOBSON BOSS TRUST A",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ELIZABETH & JAMES BUSTARD CHARITABLE PERM TRUST FD",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TRUST UA WILLIAM O BURNHAM",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"H T & G G CARMAN TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"SYLVIA S STRICKLER CHARITABLE TRUST 6503122 6503130",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"IRENE C EVANS CHARITY TRUST 4038626",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ABE COHEN TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TRUST BOYS HOME INC U A VIRGINIA D WOOD",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ALTON CARLTON AND MARTHA C ELDER CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"G RUDOLPH LEONARD TR UA",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ELSIE MAE PLACE MEMORIAL TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LINWOOD AND JUDY TIPTON ROGERS FAMILY MEMORIAL TR 03-300-6312946A",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THE DOUGLAS Y HICKS CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"CHARLES & ISABEL EATON TRUST FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"INDO-US CHAMBER OF COMMERCE OF NE FLORIDA INC",S,"9745 TOUCHTON RD UNIT 2904 JACKSONVILLE, FL 32246",30.268685,-81.550391,1,rooftop,9745,"Touchton Rd",Unit,2904,Jacksonville,FL,"Duval County",32246,US,Duval
"THE PETERS FAMILY FOUNDATION 10-03-000-0189407",T,"P O BOX 40200 FL9-300-01-16 JACKSONVILLE, FL 32203",30.353822,-81.648976,0.8,nearest_rooftop_match,301,"E 16th St",,,Jacksonville,FL,"Duval County",32206,US," Loveland"
"BCO BENEVOLENCE FUND INC",T,"PO BOX 19135 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,19135,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
